supplier,scenario,rts,theta,active_criteria,current_price,current_late_pct,current_error_pct,current_lead_days,current_quality_score,current_purchase,target_price,target_late_pct,target_error_pct,target_lead_days,target_quality_score,target_purchase,price_improvement,late_improvement,error_improvement,lead_improvement,quality_gain,purchase_gain,perturbed_parameter,perturbation_direction,delta
L,balanced_improvement,CCR,0.11617643445467933,"price,late,error,lead,quality",2.037,9.0,6.0,7.0,0.4372,14723.0,1.5917359730498717,4.288648043075181,4.4300471831701955,4.18043181566033,0.6145018096222005,34512.186268891084,0.44526402695012823,4.711351956924819,1.5699528168298045,2.81956818433967,0.1773018096222005,19789.186268891084,price,plus,0.05
L,cost_led_development,CCR,0.1388930561336659,"price,late,error,lead,quality",2.037,9.0,6.0,7.0,0.4372,14723.0,1.396209669694433,3.8332383439808932,5.722483050250382,4.29968356360806,0.6252088214423897,21451.89104474913,0.6407903303055669,5.166761656019107,0.27751694974961794,2.7003164363919403,0.18800882144238967,6728.891044749129,price,plus,0.05
L,delivery_reliability_led,CCR,0.08409710698701664,"price,late,error,lead,quality",2.037,9.0,6.0,7.0,0.4372,14723.0,1.8680502270560282,2.702839604320613,3.514210114909752,3.369123779568708,0.504474917049567,35209.07324237198,0.16894977294397173,6.297160395679387,2.485789885090248,3.630876220431292,0.06727491704956706,20486.073242371982,price,plus,0.05
L,product_quality_led,CCR,0.11678290425376994,"price,late,error,lead,quality",2.037,9.0,6.0,7.0,0.4372,14723.0,2.037,5.331598422171302,5.382801234506312,4.836826012453006,0.7614328561804935,44253.87268347347,0.0,3.668401577828698,0.6171987654936881,2.163173987546994,0.3242328561804935,29530.87268347347,price,plus,0.05
A,balanced_improvement,CCR,0.0,"",1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
A,cost_led_development,CCR,0.0,"",1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
A,delivery_reliability_led,CCR,0.0,"",1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
A,product_quality_led,CCR,0.0,"",1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,1.34,2.8499999999999996,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
B,balanced_improvement,CCR,0.0,"",1.44,4.75,4.0,4.0,0.6285,38948.61,1.44,4.75,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
B,cost_led_development,CCR,0.0,"",1.44,4.75,4.0,4.0,0.6285,38948.61,1.44,4.75,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
B,delivery_reliability_led,CCR,0.0,"",1.44,4.75,4.0,4.0,0.6285,38948.61,1.44,4.75,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
B,product_quality_led,CCR,0.0,"",1.44,4.75,4.0,4.0,0.6285,38948.61,1.44,4.75,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
G,balanced_improvement,CCR,0.0,"",1.34,0.95,3.0,2.0,0.1073,108124.5,1.34,0.95,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
G,cost_led_development,CCR,0.0,"",1.34,0.95,3.0,2.0,0.1073,108124.5,1.34,0.95,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
G,delivery_reliability_led,CCR,0.0,"",1.34,0.95,3.0,2.0,0.1073,108124.5,1.34,0.95,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
G,product_quality_led,CCR,0.0,"",1.34,0.95,3.0,2.0,0.1073,108124.5,1.34,0.95,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
H,balanced_improvement,CCR,0.0,"",5.1,1.9,3.0,3.0,0.7671,100241.16,5.1,1.9,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
H,cost_led_development,CCR,0.0,"",5.1,1.9,3.0,3.0,0.7671,100241.16,5.1,1.9,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
H,delivery_reliability_led,CCR,0.0,"",5.1,1.9,3.0,3.0,0.7671,100241.16,5.1,1.9,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
H,product_quality_led,CCR,0.0,"",5.1,1.9,3.0,3.0,0.7671,100241.16,5.1,1.9,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
I,balanced_improvement,CCR,0.0,"",1.4,0.95,3.0,4.0,0.3522,21985.05,1.4,0.95,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
I,cost_led_development,CCR,0.0,"",1.4,0.95,3.0,4.0,0.3522,21985.05,1.4,0.95,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
I,delivery_reliability_led,CCR,0.0,"",1.4,0.95,3.0,4.0,0.3522,21985.05,1.4,0.95,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
I,product_quality_led,CCR,0.0,"",1.4,0.95,3.0,4.0,0.3522,21985.05,1.4,0.95,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,minus,0.05
D,balanced_improvement,CCR,0.13915166525966854,"price,late,error,lead,quality",2.01,8.549999999999999,3.0,5.0,0.4216,13574.56,1.6866792234867352,2.5529994567365777,2.724759482295714,2.8820646656519515,0.45755801690266484,36971.84808213735,0.32332077651326463,5.997000543263422,0.2752405177042858,2.1179353343480485,0.03595801690266487,23397.288082137355,late_pct,minus,0.05
D,cost_led_development,CCR,0.14373124289431533,"price,late,error,lead,quality",2.01,8.549999999999999,3.0,5.0,0.4216,13574.56,1.3837030179573255,3.0920543664009337,2.9621919874828837,3.0806140327232745,0.4718391893620532,32921.12653005438,0.6262969820426743,5.457945633599065,0.037808012517116296,1.9193859672767255,0.05023918936205324,19346.566530054384,late_pct,minus,0.05
D,delivery_reliability_led,CCR,0.09635600315381541,"price,late,error,lead,quality",2.01,8.549999999999999,3.0,5.0,0.4216,13574.56,1.9712748682458396,1.783653990891075,2.4440070918677828,2.712665716452265,0.425906803160597,39616.59805396169,0.03872513175416015,6.766346009108924,0.5559929081322172,2.287334283547735,0.004306803160597006,26042.03805396169,late_pct,minus,0.05
D,product_quality_led,CCR,0.11538561538461524,"price,late,error,lead,quality",2.01,8.549999999999999,3.0,5.0,0.4216,13574.56,2.01,2.7039207022109593,3.0,3.1909697668217643,0.5125143732661022,43182.00881538208,0.0,5.846079297789039,0.0,1.8090302331782357,0.09091437326610219,29607.448815382086,late_pct,minus,0.05
E,balanced_improvement,CCR,0.12034891038157744,"price,late,error,lead,quality",3.44,3.8,7.0,2.0,0.338,3249.0,2.4612524179874105,1.2939508111952738,1.7299110067307126,1.7299110067307126,0.40705749469917235,49328.73661968949,0.9787475820125895,2.506049188804726,5.270088993269288,0.27008899326928737,0.06905749469917233,46079.73661968949,late_pct,minus,0.05
E,cost_led_development,CCR,0.14721714873899266,"price,late,error,lead,quality",3.44,3.8,7.0,2.0,0.338,3249.0,2.0343157947146087,1.8146239377551516,1.9874053215112375,1.9874053215112375,0.4092901856346347,42654.53300965255,1.4056842052853913,1.9853760622448482,5.012594678488762,0.0125946784887625,0.07129018563463468,39405.53300965255,late_pct,minus,0.05
E,delivery_reliability_led,CCR,0.07142957142857141,"price,late,error,lead,quality",3.44,3.8,7.0,2.0,0.338,3249.0,2.5765346474104693,0.9598854568784102,1.5156086161238056,1.5156086161238056,0.3875411231428571,50642.12192874833,0.8634653525895306,2.8401145431215897,5.484391383876194,0.4843913838761944,0.04954112314285708,47393.12192874833,late_pct,minus,0.05
E,product_quality_led,CCR,0.11538561538461538,"price,late,error,lead,quality",3.44,3.8,7.0,2.0,0.338,3249.0,3.1339687577389372,1.1675569881772512,1.8435110339640808,1.8435110339640808,0.47138577138461546,61598.56150578629,0.3060312422610627,2.6324430118227484,5.156488966035919,0.15648896603591922,0.13338577138461544,58349.56150578629,late_pct,minus,0.05
C,balanced_improvement,CCR,0.12022996013075667,"price,late,error,lead,quality",2.13,5.699999999999999,6.0,4.0,0.4359,2714.73,1.623355749721851,3.1398076535681048,3.75254692785175,3.256996123632839,0.5329636933913812,33911.99916652655,0.506644250278149,2.5601923464318945,2.24745307214825,0.7430038763671609,0.09706369339138116,31197.26916652655,late_pct,minus,0.05
C,cost_led_development,CCR,0.11560192212279194,"price,late,error,lead,quality",2.13,5.699999999999999,6.0,4.0,0.4359,2714.73,1.2792943707587512,3.7029246848230932,4.445822418890116,3.837495717875383,0.5667278029681073,27163.316225797138,0.8507056292412487,1.997075315176906,1.554177581109884,0.1625042821246172,0.1308278029681073,24448.58622579714,late_pct,minus,0.05
C,delivery_reliability_led,CCR,0.08521226698343227,"price,late,error,lead,quality",2.13,5.699999999999999,6.0,4.0,0.4359,2714.73,1.9421570474385306,2.086485142670064,3.158242606797083,2.7714920941278613,0.4718872449813619,36947.18088401001,0.18784295256146932,3.6135148573299354,2.841757393202917,1.2285079058721387,0.03598724498136191,34232.45088401001,late_pct,minus,0.05
C,product_quality_led,CCR,0.11728619536089008,"price,late,error,lead,quality",2.13,5.699999999999999,6.0,4.0,0.4359,2714.73,2.13,3.7402217113078904,3.7598674001704806,3.5937405933694455,0.6221757521287002,47835.06819273875,0.0,1.959778288692109,2.2401325998295194,0.4062594066305545,0.18627575212870023,45120.338192738745,late_pct,minus,0.05
K,balanced_improvement,CCR,0.12253555042708063,"price,late,error,lead,quality",1.33,2.8499999999999996,3.0,7.0,0.2691,2245.0,1.0242839881763555,2.018954959640892,2.345779390861215,2.4959326974825227,0.340993190859364,22266.33428106646,0.3057160118236446,0.8310450403591076,0.6542206091387852,4.504067302517477,0.07189319085936402,20021.33428106646,late_pct,minus,0.05
K,cost_led_development,CCR,0.12373160956120842,"price,late,error,lead,quality",1.33,2.8499999999999996,3.0,7.0,0.2691,2245.0,0.819728179954434,2.4742540380311273,2.704202852814703,2.4111860762306483,0.3628497140261795,18709.308622825236,0.510271820045566,0.37574596196887233,0.29579714718529715,4.588813923769352,0.09374971402617949,16464.308622825236,late_pct,minus,0.05
K,delivery_reliability_led,CCR,0.08607804417678341,"price,late,error,lead,quality",1.33,2.8499999999999996,3.0,7.0,0.2691,2245.0,1.2201130819485835,1.3200183426854286,1.8924868387382077,1.97659749902272,0.29494137194938636,24046.70235207261,0.1098869180514166,1.529981657314571,1.1075131612617923,5.02340250097728,0.02584137194938635,21801.70235207261,late_pct,minus,0.05
K,product_quality_led,CCR,0.10831441004336619,"price,late,error,lead,quality",1.33,2.8499999999999996,3.0,7.0,0.2691,2245.0,1.33,2.253724711074612,3.0,2.707761934578529,0.4145061935810054,26424.72246993183,0.0,0.5962752889253875,0.0,4.292238065421471,0.14540619358100537,24179.72246993183,late_pct,minus,0.05
J,balanced_improvement,CCR,0.11790247205712673,"price,late,error,lead,quality",1.5,5.699999999999999,4.0,7.0,0.3421,12091.1,1.1837981685761323,3.1595919186860457,3.086240850653853,3.0857734813502824,0.46147547280903833,28635.596865868545,0.3162018314238677,2.5404080813139536,0.9137591493461472,3.9142265186497176,0.11937547280903832,16544.496865868547,late_pct,minus,0.05
J,cost_led_development,CCR,0.13813775264825856,"price,late,error,lead,quality",1.5,5.699999999999999,4.0,7.0,0.3421,12091.1,1.033716737009167,3.060247563202915,3.8238567957160043,3.155924894192768,0.47222434358693677,21146.02075542755,0.4662832629908329,2.6397524367970844,0.17614320428399566,3.844075105807232,0.13012434358693675,9054.92075542755,late_pct,minus,0.05
J,delivery_reliability_led,CCR,0.0855747746959218,"price,late,error,lead,quality",1.5,5.699999999999999,4.0,7.0,0.3421,12091.1,1.3888813640521462,1.9991362735152371,2.535935901899997,2.535291971804809,0.3840505467265589,28467.714496569977,0.11111863594785376,3.700863726484762,1.4640640981000028,4.464708028195191,0.0419505467265589,16376.614496569977,late_pct,minus,0.05
J,product_quality_led,CCR,0.11700314203052618,"price,late,error,lead,quality",1.5,5.699999999999999,4.0,7.0,0.3421,12091.1,1.5,3.88618925022429,3.6792751216773554,3.5103193055904214,0.5648641918149133,36388.96671015903,0.0,1.8138107497757092,0.3207248783226446,3.4896806944095786,0.2227641918149133,24297.866710159033,late_pct,minus,0.05
F,balanced_improvement,CCR,0.11898773437896946,"price,late,error,lead,quality",2.98,3.8,6.0,4.0,0.3934,2503.0,2.0872100145142336,2.6554575284910955,3.3791435230107343,3.0023705033806123,0.5317173751814099,42164.59204818674,0.8927899854857664,1.1445424715089043,2.6208564769892657,0.9976294966193877,0.1383173751814099,39661.59204818674,late_pct,minus,0.05
F,cost_led_development,CCR,0.12617536882373248,"price,late,error,lead,quality",2.98,3.8,6.0,4.0,0.3934,2503.0,1.5704893523584302,3.3512070171886896,4.140931529957677,3.9994727096439124,0.5625309120742463,32846.33873491791,1.4095106476415697,0.4487929828113102,1.859068470042323,0.0005272903560875619,0.1691309120742463,30343.33873491791,late_pct,minus,0.05
F,delivery_reliability_led,CCR,0.0774145239983107,"price,late,error,lead,quality",2.98,3.8,6.0,4.0,0.3934,2503.0,2.482196694854494,1.7035394301343518,2.4965422112627147,2.2998471733754347,0.47052322902781324,48603.547397058355,0.49780330514550597,2.096460569865648,3.5034577887372853,1.7001528266245653,0.07712322902781321,46100.547397058355,late_pct,minus,0.05
F,product_quality_led,CCR,0.11286382082596579,"price,late,error,lead,quality",2.98,3.8,6.0,4.0,0.3934,2503.0,2.98,3.1004526912327575,3.5720793624639686,3.3906006733897245,0.6577956117282814,61989.24689123052,0.0,0.6995473087672424,2.4279206375360314,0.6093993266102755,0.26439561172828135,59486.24689123052,late_pct,minus,0.05
L,balanced_improvement,CCR,0.11617643445467929,"price,late,error,lead,quality",1.94,8.549999999999999,6.0,7.0,0.4372,14723.0,1.5159390219522582,4.0742156409214205,4.430047183170194,4.180431815660351,0.6145018096222005,34512.1862688911,0.4240609780477418,4.475784359078578,1.5699528168298063,2.8195681843396487,0.1773018096222005,19789.1862688911,late_pct,minus,0.05
L,cost_led_development,CCR,0.13889305613366595,"price,late,error,lead,quality",1.94,8.549999999999999,6.0,7.0,0.4372,14723.0,1.3297234949470789,3.6415764267818513,5.722483050250374,4.299683563608058,0.6252088214423893,21451.891044749187,0.6102765050529211,4.908423573218148,0.27751694974962593,2.700316436391942,0.18800882144238934,6728.891044749187,late_pct,minus,0.05
L,delivery_reliability_led,CCR,0.08409710698701664,"price,late,error,lead,quality",1.94,8.549999999999999,6.0,7.0,0.4372,14723.0,1.7790954543390745,2.5676976241045826,3.514210114909752,3.3691237795686884,0.5044749170495669,35209.073242371946,0.1609045456609255,5.982302375895417,2.485789885090248,3.6308762204313116,0.06727491704956695,20486.073242371946,late_pct,minus,0.05
L,product_quality_led,CCR,0.11678290425376987,"price,late,error,lead,quality",1.94,8.549999999999999,6.0,7.0,0.4372,14723.0,1.94,5.065018501062736,5.382801234506309,4.836826012453005,0.7614328561804933,44253.87268347347,0.0,3.4849814989372625,0.6171987654936908,2.163173987546995,0.3242328561804933,29530.87268347347,late_pct,minus,0.05
A,balanced_improvement,CCR,0.0,"",1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
A,cost_led_development,CCR,0.0,"",1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
A,delivery_reliability_led,CCR,0.0,"",1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
A,product_quality_led,CCR,0.0,"",1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,1.34,3.1500000000000004,8.0,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
B,balanced_improvement,CCR,0.0,"",1.44,5.25,4.0,4.0,0.6285,38948.61,1.44,5.25,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
B,cost_led_development,CCR,0.0,"",1.44,5.25,4.0,4.0,0.6285,38948.61,1.44,5.25,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
B,delivery_reliability_led,CCR,0.0,"",1.44,5.25,4.0,4.0,0.6285,38948.61,1.44,5.25,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
B,product_quality_led,CCR,0.0,"",1.44,5.25,4.0,4.0,0.6285,38948.61,1.44,5.25,4.0,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
G,balanced_improvement,CCR,0.0,"",1.34,1.05,3.0,2.0,0.1073,108124.5,1.34,1.05,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
G,cost_led_development,CCR,0.0,"",1.34,1.05,3.0,2.0,0.1073,108124.5,1.34,1.05,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
G,delivery_reliability_led,CCR,0.0,"",1.34,1.05,3.0,2.0,0.1073,108124.5,1.34,1.05,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
G,product_quality_led,CCR,0.0,"",1.34,1.05,3.0,2.0,0.1073,108124.5,1.34,1.05,3.0,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
H,balanced_improvement,CCR,0.0,"",5.1,2.1,3.0,3.0,0.7671,100241.16,5.1,2.1,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
H,cost_led_development,CCR,0.0,"",5.1,2.1,3.0,3.0,0.7671,100241.16,5.1,2.1,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
H,delivery_reliability_led,CCR,0.0,"",5.1,2.1,3.0,3.0,0.7671,100241.16,5.1,2.1,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
H,product_quality_led,CCR,0.0,"",5.1,2.1,3.0,3.0,0.7671,100241.16,5.1,2.1,3.0,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
I,balanced_improvement,CCR,0.0,"",1.4,1.05,3.0,4.0,0.3522,21985.05,1.4,1.05,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
I,cost_led_development,CCR,0.0,"",1.4,1.05,3.0,4.0,0.3522,21985.05,1.4,1.05,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
I,delivery_reliability_led,CCR,0.0,"",1.4,1.05,3.0,4.0,0.3522,21985.05,1.4,1.05,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
I,product_quality_led,CCR,0.0,"",1.4,1.05,3.0,4.0,0.3522,21985.05,1.4,1.05,3.0,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,late_pct,plus,0.05
D,balanced_improvement,CCR,0.13915166525966857,"price,late,error,lead,quality",2.01,9.450000000000001,3.0,5.0,0.4216,13574.56,1.6866792234867352,2.821736241656218,2.724759482295714,2.8820646656519493,0.45755801690266484,36971.84808213735,0.32332077651326463,6.628263758343783,0.2752405177042858,2.1179353343480507,0.03595801690266487,23397.288082137355,late_pct,plus,0.05
D,cost_led_development,CCR,0.14373124289431533,"price,late,error,lead,quality",2.01,9.450000000000001,3.0,5.0,0.4216,13574.56,1.3837030179573258,3.4175337733905056,2.962191987482884,3.0806140327232767,0.47183918936205327,32921.126530054375,0.626296982042674,6.032466226609495,0.03780801251711585,1.9193859672767233,0.050239189362053294,19346.566530054377,late_pct,plus,0.05
D,delivery_reliability_led,CCR,0.0963560031538154,"price,late,error,lead,quality",2.01,9.450000000000001,3.0,5.0,0.4216,13574.56,1.9712748682458399,1.97140704256382,2.4440070918677828,2.712665716452273,0.42590680316059715,39616.59805396171,0.038725131754159925,7.478592957436181,0.5559929081322172,2.287334283547727,0.004306803160597172,26042.03805396171,late_pct,plus,0.05
D,product_quality_led,CCR,0.11538561538461524,"price,late,error,lead,quality",2.01,9.450000000000001,3.0,5.0,0.4216,13574.56,2.01,2.988543934022639,3.0,3.190969766821769,0.5125143732661023,43182.00881538209,0.0,6.461456065977362,0.0,1.8090302331782309,0.0909143732661023,29607.448815382093,late_pct,plus,0.05
E,balanced_improvement,CCR,0.12034891038157744,"price,late,error,lead,quality",3.44,4.2,7.0,2.0,0.338,3249.0,2.4612524179874105,1.4301561597421448,1.7299110067307126,1.7299110067307126,0.40705749469917235,49328.73661968949,0.9787475820125895,2.769843840257855,5.270088993269288,0.27008899326928737,0.06905749469917233,46079.73661968949,late_pct,plus,0.05
E,cost_led_development,CCR,0.14721714873899266,"price,late,error,lead,quality",3.44,4.2,7.0,2.0,0.338,3249.0,2.0343157947146087,2.0056369838346413,1.9874053215112375,1.9874053215112375,0.4092901856346347,42654.53300965255,1.4056842052853913,2.194363016165359,5.012594678488762,0.0125946784887625,0.07129018563463468,39405.53300965255,late_pct,plus,0.05
E,delivery_reliability_led,CCR,0.07142957142857141,"price,late,error,lead,quality",3.44,4.2,7.0,2.0,0.338,3249.0,2.5765346474104693,1.060926031286664,1.5156086161238056,1.5156086161238056,0.3875411231428571,50642.12192874833,0.8634653525895306,3.139073968713336,5.484391383876194,0.4843913838761944,0.04954112314285708,47393.12192874833,late_pct,plus,0.05
E,product_quality_led,CCR,0.11538561538461538,"price,late,error,lead,quality",3.44,4.2,7.0,2.0,0.338,3249.0,3.1339687577389372,1.2904577237748567,1.8435110339640808,1.8435110339640808,0.47138577138461546,61598.56150578629,0.3060312422610627,2.9095422762251433,5.156488966035919,0.15648896603591922,0.13338577138461544,58349.56150578629,late_pct,plus,0.05
C,balanced_improvement,CCR,0.12022996013075667,"price,late,error,lead,quality",2.13,6.300000000000001,6.0,4.0,0.4359,2714.73,1.623355749721851,3.4703137223647476,3.7525469278517503,3.256996123632839,0.5329636933913813,33911.99916652655,0.506644250278149,2.829686277635253,2.2474530721482497,0.7430038763671609,0.09706369339138127,31197.26916652655,late_pct,plus,0.05
C,cost_led_development,CCR,0.11560192212279194,"price,late,error,lead,quality",2.13,6.300000000000001,6.0,4.0,0.4359,2714.73,1.2792943707587507,4.092706230593944,4.445822418890115,3.8374957178753832,0.5667278029681073,27163.316225797127,0.8507056292412492,2.207293769406057,1.5541775811098848,0.16250428212461676,0.1308278029681073,24448.586225797128,late_pct,plus,0.05
C,delivery_reliability_led,CCR,0.08521226698343227,"price,late,error,lead,quality",2.13,6.300000000000001,6.0,4.0,0.4359,2714.73,1.942157047438531,2.3061151576879655,3.1582426067970824,2.7714920941278667,0.471887244981362,36947.18088401003,0.18784295256146888,3.993884842312035,2.8417573932029176,1.2285079058721333,0.035987244981361965,34232.450884010024,late_pct,plus,0.05
C,product_quality_led,CCR,0.11728619536089008,"price,late,error,lead,quality",2.13,6.300000000000001,6.0,4.0,0.4359,2714.73,2.13,4.1339292598666155,3.759867400170481,3.5937405933694455,0.6221757521287004,47835.06819273876,0.0,2.166070740133385,2.240132599829519,0.4062594066305545,0.18627575212870034,45120.33819273876,late_pct,plus,0.05
K,balanced_improvement,CCR,0.12253555042708063,"price,late,error,lead,quality",1.33,3.1500000000000004,3.0,7.0,0.2691,2245.0,1.0242839881763552,2.231476534339934,2.345779390861215,2.4959326974825258,0.3409931908593641,22266.33428106646,0.30571601182364483,0.9185234656600665,0.6542206091387852,4.504067302517474,0.07189319085936408,20021.33428106646,late_pct,plus,0.05
K,cost_led_development,CCR,0.12373160956120845,"price,late,error,lead,quality",1.33,3.1500000000000004,3.0,7.0,0.2691,2245.0,0.819728179954434,2.7347018315080898,2.704202852814703,2.411186076230645,0.3628497140261795,18709.308622825243,0.510271820045566,0.4152981684919106,0.29579714718529715,4.588813923769354,0.09374971402617949,16464.308622825243,late_pct,plus,0.05
K,delivery_reliability_led,CCR,0.0860780441767834,"price,late,error,lead,quality",1.33,3.1500000000000004,3.0,7.0,0.2691,2245.0,1.2201130819485833,1.458967641915474,1.8924868387382072,1.9765974990227195,0.2949413719493863,24046.70235207261,0.10988691805141682,1.6910323580845263,1.1075131612617928,5.02340250097728,0.025841371949386294,21801.70235207261,late_pct,plus,0.05
K,product_quality_led,CCR,0.10831441004336635,"price,late,error,lead,quality",1.33,3.1500000000000004,3.0,7.0,0.2691,2245.0,1.3299999999999998,2.490958891187731,2.999999999999999,2.7077619345785062,0.4145061935810053,26424.72246993181,2.220446049250313e-16,0.6590411088122692,8.881784197001252e-16,4.292238065421493,0.14540619358100532,24179.72246993181,late_pct,plus,0.05
J,balanced_improvement,CCR,0.11790247205712673,"price,late,error,lead,quality",1.5,6.300000000000001,4.0,7.0,0.3421,12091.1,1.1837981685761325,3.4921805417056304,3.0862408506538532,3.0857734813502837,0.46147547280903833,28635.596865868552,0.3162018314238675,2.8078194582943703,0.9137591493461468,3.9142265186497163,0.11937547280903832,16544.496865868554,late_pct,plus,0.05
J,cost_led_development,CCR,0.13813775264825856,"price,late,error,lead,quality",1.5,6.300000000000001,4.0,7.0,0.3421,12091.1,1.033716737009167,3.382378885645327,3.8238567957160043,3.155924894192768,0.47222434358693677,21146.02075542755,0.4662832629908329,2.9176211143546738,0.17614320428399566,3.844075105807232,0.13012434358693675,9054.92075542755,late_pct,plus,0.05
J,delivery_reliability_led,CCR,0.0855747746959218,"price,late,error,lead,quality",1.5,6.300000000000001,4.0,7.0,0.3421,12091.1,1.3888813640521462,2.2095716707273674,2.535935901899997,2.535291971804809,0.3840505467265589,28467.714496569977,0.11111863594785376,4.090428329272633,1.4640640981000028,4.464708028195191,0.0419505467265589,16376.614496569977,late_pct,plus,0.05
J,product_quality_led,CCR,0.11700314203052618,"price,late,error,lead,quality",1.5,6.300000000000001,4.0,7.0,0.3421,12091.1,1.5,4.295261802879478,3.679275121677356,3.510319305590422,0.5648641918149133,36388.96671015903,0.0,2.004738197120523,0.3207248783226442,3.489680694409578,0.2227641918149133,24297.866710159033,late_pct,plus,0.05
F,balanced_improvement,CCR,0.11898773437896945,"price,late,error,lead,quality",2.98,4.2,6.0,4.0,0.3934,2503.0,2.0872100145142336,2.934979373595421,3.3791435230107334,3.0023705033806194,0.53171737518141,42164.59204818676,0.8927899854857664,1.2650206264045791,2.6208564769892666,0.9976294966193806,0.13831737518141002,39661.59204818676,late_pct,plus,0.05
