supplier,scenario,rts,optimised_criterion,price,late,error,lead,quality
F,delivery_reliability_led,CCR,late,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,delivery_reliability_led,CCR,error,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,delivery_reliability_led,CCR,lead,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,delivery_reliability_led,CCR,quality,2.9799999999999995,4.0,4.2865897620764235,4.0,-0.7348726748377794
F,delivery_reliability_led,CCR,ideal,0.7759140418015896,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.7348726748377794
F,delivery_reliability_led,CCR,nadir,2.9799999999999995,4.0,4.632322637621431,4.0,-0.39339999999999997
F,product_quality_led,CCR,price,0.7759140418015896,1.7371209891080364,4.632322637621431,2.8952016485133942,-0.39339999999999997
F,product_quality_led,CCR,late,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,product_quality_led,CCR,error,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,product_quality_led,CCR,lead,2.615486898709425,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.39339999999999997
F,product_quality_led,CCR,quality,2.9799999999999995,4.0,4.2865897620764235,4.0,-0.7348726748377794
F,product_quality_led,CCR,ideal,0.7759140418015896,1.0256811367487941,1.5385217051231912,1.5385217051231912,-0.7348726748377794
F,product_quality_led,CCR,nadir,2.9799999999999995,4.0,4.632322637621431,4.0,-0.39339999999999997
L,balanced_improvement,CCR,price,0.928205821861716,2.6621942601617645,4.029683348542679,3.011864809035571,-0.4372
L,balanced_improvement,CCR,late,1.94,1.223794096472282,3.3757019438444913,4.4023758099352035,-0.4371999999999999
L,balanced_improvement,CCR,error,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,balanced_improvement,CCR,lead,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,balanced_improvement,CCR,quality,1.94,6.5,6.0,5.571428571428571,-0.8602357142857142
L,balanced_improvement,CCR,ideal,0.928205821861716,1.223794096472282,2.254149279820405,2.254149279820405,-0.8602357142857142
L,balanced_improvement,CCR,nadir,1.94,6.5,6.0,5.571428571428571,-0.4371999999999999
L,cost_led_development,CCR,price,0.928205821861716,2.6621942601617645,4.029683348542679,3.011864809035571,-0.4372
L,cost_led_development,CCR,late,1.94,1.223794096472282,3.3757019438444913,4.4023758099352035,-0.4371999999999999
L,cost_led_development,CCR,error,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,cost_led_development,CCR,lead,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,cost_led_development,CCR,quality,1.94,6.5,6.0,5.571428571428571,-0.8602357142857142
L,cost_led_development,CCR,ideal,0.928205821861716,1.223794096472282,2.254149279820405,2.254149279820405,-0.8602357142857142
L,cost_led_development,CCR,nadir,1.94,6.5,6.0,5.571428571428571,-0.4371999999999999
L,delivery_reliability_led,CCR,price,0.928205821861716,2.6621942601617645,4.029683348542679,3.011864809035571,-0.4372
L,delivery_reliability_led,CCR,late,1.94,1.223794096472282,3.3757019438444913,4.4023758099352035,-0.4371999999999999
L,delivery_reliability_led,CCR,error,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,delivery_reliability_led,CCR,lead,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,delivery_reliability_led,CCR,quality,1.94,6.5,6.0,5.571428571428571,-0.8602357142857142
L,delivery_reliability_led,CCR,ideal,0.928205821861716,1.223794096472282,2.254149279820405,2.254149279820405,-0.8602357142857142
L,delivery_reliability_led,CCR,nadir,1.94,6.5,6.0,5.571428571428571,-0.4371999999999999
L,product_quality_led,CCR,price,0.928205821861716,2.6621942601617645,4.029683348542679,3.011864809035571,-0.4372
L,product_quality_led,CCR,late,1.94,1.223794096472282,3.3757019438444913,4.4023758099352035,-0.4371999999999999
L,product_quality_led,CCR,error,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,product_quality_led,CCR,lead,1.94,2.326421437160296,2.254149279820405,2.254149279820405,-0.4371999999999999
L,product_quality_led,CCR,quality,1.94,6.5,6.0,5.571428571428571,-0.8602357142857142
L,product_quality_led,CCR,ideal,0.928205821861716,1.223794096472282,2.254149279820405,2.254149279820405,-0.8602357142857142
L,product_quality_led,CCR,nadir,1.94,6.5,6.0,5.571428571428571,-0.4371999999999999
